"resume_id","candidate_label","source_method","source_method_cn","privacy_level","target_job_id","target_job_title","target_company_name","target_industry","target_location","match_level","match_level_cn","expected_match_score","education","experience_years","current_role","skills","target_skills_norm","matched_skills_seed","missing_skills_seed","projects","work_experience","resume_text","target_url","created_at"
"R0011","匿名候选人011","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40833770810","python开发工程师/python爬虫方向","深圳市猎芯科技有限公司","半导体/芯片","深圳 龙岗","low","低匹配","100","本科","2","python开发工程师/python爬虫方向","数据采集; 问题定位; 版本管理; 系统设计","数据采集","数据采集","","[{""name"":""匿名项目A-python开发工程师/python爬虫方向"",""role"":""核心成员"",""skills"":[""数据采集"",""问题定位"",""版本管理"",""系统设计""],""description"":""围绕目标岗位 python开发工程师/python爬虫方向 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""问题定位"",""版本管理"",""系统设计""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发工程师/python爬虫方向"",""years"":2,""description"":""负责与 半导体/芯片 相关的研发/测试/数据处理工作，主要使用 数据采集、问题定位、版本管理、系统设计。""}","候选人编号：R0011。教育背景：本科。工作经验：2 年。目标岗位：python开发工程师/python爬虫方向。核心技能：数据采集、问题定位、版本管理、系统设计。项目经历：参与 python开发工程师/python爬虫方向 相关项目，围绕 数据采集 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC347226980J40833770810.htm","2026-06-18T10:42:49Z"
"R0012","匿名候选人012","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40933154315","软件开发-Python","深圳市凯瑞佳易科技有限公司","通信/网络设备","深圳 福田","medium","中匹配","100","本科","3","软件开发-Python","本科; 版本管理; 系统设计; 数据清洗; API 调试","本科","本科","","[{""name"":""匿名项目A-软件开发-Python"",""role"":""核心成员"",""skills"":[""本科"",""版本管理"",""系统设计"",""数据清洗""],""description"":""围绕目标岗位 软件开发-Python 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""版本管理"",""系统设计"",""数据清洗"",""API 调试""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""软件开发-Python"",""years"":3,""description"":""负责与 通信/网络设备 相关的研发/测试/数据处理工作，主要使用 本科、版本管理、系统设计、数据清洗、API 调试。""}","候选人编号：R0012。教育背景：本科。工作经验：3 年。目标岗位：软件开发-Python。核心技能：本科、版本管理、系统设计、数据清洗、API 调试。项目经历：参与 软件开发-Python 相关项目，围绕 本科 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1461615970J40933154315.htm","2026-06-18T10:42:49Z"
"R0013","匿名候选人013","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40861456805","通用软件开发（Java、Python、C/C++、go、JS等）","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","high","高匹配","100","本科","2","通用软件开发","JavaScript; 系统设计; 数据清洗","JavaScript","JavaScript","","[{""name"":""匿名项目A-通用软件开发"",""role"":""核心成员"",""skills"":[""JavaScript"",""系统设计"",""数据清洗""],""description"":""围绕目标岗位 通用软件开发（Java、Python、C/C++、go、JS等） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""系统设计"",""数据清洗""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""通用软件开发"",""years"":2,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 JavaScript、系统设计、数据清洗。""}","候选人编号：R0013。教育背景：本科。工作经验：2 年。目标岗位：通用软件开发（Java、Python、C/C++、go、JS等）。核心技能：JavaScript、系统设计、数据清洗。项目经历：参与 通用软件开发 相关项目，围绕 JavaScript 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40861456805.htm","2026-06-18T10:42:49Z"
"R0014","匿名候选人014","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40478452616","Python开发工程师+急招+双休+流程快速","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","60","本科","3","Python开发工程师+急招+双休+流程快速","Linux; Python; Flask; 数据清洗; API 调试; 团队协作","Linux; Python; Flask; Pandas; ElasticSearch","Linux; Python; Flask","Pandas; ElasticSearch","[{""name"":""匿名项目A-Python开发工程师+急招+双休+流程快速"",""role"":""核心成员"",""skills"":[""Linux"",""Python"",""Flask"",""数据清洗""],""description"":""围绕目标岗位 Python开发工程师+急招+双休+流程快速 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""Flask"",""数据清洗"",""API 调试""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Python开发工程师+急招+双休+流程快速"",""years"":3,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Linux、Python、Flask、数据清洗、API 调试、团队协作。""}","候选人编号：R0014。教育背景：本科。工作经验：3 年。目标岗位：Python开发工程师+急招+双休+流程快速。核心技能：Linux、Python、Flask、数据清洗、API 调试、团队协作。项目经历：参与 Python开发工程师+急招+双休+流程快速 相关项目，围绕 Linux、Python、Flask、Pandas、ElasticSearch 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40478452616.htm","2026-06-18T10:42:49Z"
"R0015","匿名候选人015","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40858029701","Java开发工程师（会python）","深圳市永达电子信息股份有限公司","信息安全","深圳 南山","low","低匹配","66.7","本科","2","Java开发工程师","分布式系统; 高并发经验; API 调试; 团队协作; Git; SQL","分布式系统; 高并发经验; Python","分布式系统; 高并发经验","Python","[{""name"":""匿名项目A-Java开发工程师"",""role"":""核心成员"",""skills"":[""分布式系统"",""高并发经验"",""API 调试"",""团队协作""],""description"":""围绕目标岗位 Java开发工程师（会python） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""高并发经验"",""API 调试"",""团队协作"",""Git""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Java开发工程师"",""years"":2,""description"":""负责与 信息安全 相关的研发/测试/数据处理工作，主要使用 分布式系统、高并发经验、API 调试、团队协作、Git、SQL。""}","候选人编号：R0015。教育背景：本科。工作经验：2 年。目标岗位：Java开发工程师（会python）。核心技能：分布式系统、高并发经验、API 调试、团队协作、Git、SQL。项目经历：参与 Java开发工程师 相关项目，围绕 分布式系统、高并发经验、Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC602497920J40858029701.htm","2026-06-18T10:42:49Z"
"R0016","匿名候选人016","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40861275005","C++/python/Java/C/C# （一年半以上经验，有力扣经验最佳）线上面试","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","60","本科","1","C++/python/Java/C/C# 线","Java; C语言; Python; 团队协作; Git","Java; C语言; Python; 模块开发与调试; 团队协作","Java; C语言; Python","模块开发与调试","[{""name"":""匿名项目A-C++/python/Java/C/C# 线"",""role"":""核心成员"",""skills"":[""Java"",""C语言"",""Python"",""团队协作""],""description"":""围绕目标岗位 C++/python/Java/C/C# （一年半以上经验，有力扣经验最佳）线上面试 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""C语言"",""Python"",""团队协作"",""Git""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""C++/python/Java/C/C# 线"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Java、C语言、Python、团队协作、Git。""}","候选人编号：R0016。教育背景：本科。工作经验：1 年。目标岗位：C++/python/Java/C/C# （一年半以上经验，有力扣经验最佳）线上面试。核心技能：Java、C语言、Python、团队协作、Git。项目经历：参与 C++/python/Java/C/C# 线 相关项目，围绕 Java、C语言、Python、模块开发与调试、团队协作 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40861275005.htm","2026-06-18T10:42:49Z"
"R0017","匿名候选人017","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40930417104","python爬虫（实习）","深圳市胖达摸鱼科技有限公司","产业互联网平台","深圳 宝安","high","高匹配","100","大专","2","python爬虫","Python; SQL; Git; Linux","Python; SQL","Python; SQL","","[{""name"":""匿名项目A-python爬虫"",""role"":""核心成员"",""skills"":[""Python"",""SQL"",""Git"",""Linux""],""description"":""围绕目标岗位 python爬虫（实习） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""SQL"",""Git"",""Linux""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python爬虫"",""years"":2,""description"":""负责与 产业互联网平台 相关的研发/测试/数据处理工作，主要使用 Python、SQL、Git、Linux。""}","候选人编号：R0017。教育背景：大专。工作经验：2 年。目标岗位：python爬虫（实习）。核心技能：Python、SQL、Git、Linux。项目经历：参与 python爬虫 相关项目，围绕 Python、SQL 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1330884060J40930417104.htm","2026-06-18T10:42:49Z"
"R0018","匿名候选人018","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40716368706","python运维开发工程师-深圳","深圳市法本信息技术股份有限公司","软件/IT服务","深圳 南山","medium","中匹配","66.7","大专","3","python运维开发工程师-深圳","系统运维; Python; SQL; Linux; Excel; 需求分析","系统运维; Python; Ansible","系统运维; Python","Ansible","[{""name"":""匿名项目A-python运维开发工程师-深圳"",""role"":""核心成员"",""skills"":[""系统运维"",""Python"",""SQL"",""Linux""],""description"":""围绕目标岗位 python运维开发工程师-深圳 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""SQL"",""Linux"",""Excel""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python运维开发工程师-深圳"",""years"":3,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 系统运维、Python、SQL、Linux、Excel、需求分析。""}","候选人编号：R0018。教育背景：大专。工作经验：3 年。目标岗位：python运维开发工程师-深圳。核心技能：系统运维、Python、SQL、Linux、Excel、需求分析。项目经历：参与 python运维开发工程师-深圳 相关项目，围绕 系统运维、Python、Ansible 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC385622410J40716368706.htm","2026-06-18T10:42:49Z"
"R0019","匿名候选人019","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40874898205","python开发工程师","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","low","低匹配","66.7","本科","1","python开发工程师","Java; C++; Linux; Excel","Java; C++; JavaScript","Java; C++","JavaScript","[{""name"":""匿名项目A-python开发工程师"",""role"":""核心成员"",""skills"":[""Java"",""C++"",""Linux"",""Excel""],""description"":""围绕目标岗位 python开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""C++"",""Linux"",""Excel""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发工程师"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Java、C++、Linux、Excel。""}","候选人编号：R0019。教育背景：本科。工作经验：1 年。目标岗位：python开发工程师。核心技能：Java、C++、Linux、Excel。项目经历：参与 python开发工程师 相关项目，围绕 Java、C++、JavaScript 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40874898205.htm","2026-06-18T10:42:49Z"
"R0020","匿名候选人020","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40874776805","python开发工程师","徽通科技集团有限公司","金融科技/数字金融","深圳 南山","medium","中匹配","66.7","本科","3","python开发工程师","需求分析; 沟通协作; Excel; 文档编写","需求分析; 沟通协作; 文档编写","需求分析; 沟通协作","","[{""name"":""匿名项目A-python开发工程师"",""role"":""核心成员"",""skills"":[""需求分析"",""沟通协作"",""Excel"",""文档编写""],""description"":""围绕目标岗位 python开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""沟通协作"",""Excel"",""文档编写""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发工程师"",""years"":3,""description"":""负责与 金融科技/数字金融 相关的研发/测试/数据处理工作，主要使用 需求分析、沟通协作、Excel、文档编写。""}","候选人编号：R0020。教育背景：本科。工作经验：3 年。目标岗位：python开发工程师。核心技能：需求分析、沟通协作、Excel、文档编写。项目经历：参与 python开发工程师 相关项目，围绕 需求分析、沟通协作、文档编写 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC622613120J40874776805.htm","2026-06-18T10:42:49Z"
"R0021","匿名候选人021","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40913059512","Python开发工程师","中软国际","软件/IT服务","深圳 龙岗","high","高匹配","100","本科","2","Python开发工程师","需求分析; 沟通协作; 文档编写; 单元测试","需求分析; 沟通协作; 文档编写","需求分析; 沟通协作; 文档编写","","[{""name"":""匿名项目A-Python开发工程师"",""role"":""核心成员"",""skills"":[""需求分析"",""沟通协作"",""文档编写"",""单元测试""],""description"":""围绕目标岗位 Python开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""沟通协作"",""文档编写"",""单元测试""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Python开发工程师"",""years"":2,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 需求分析、沟通协作、文档编写、单元测试。""}","候选人编号：R0021。教育背景：本科。工作经验：2 年。目标岗位：Python开发工程师。核心技能：需求分析、沟通协作、文档编写、单元测试。项目经历：参与 Python开发工程师 相关项目，围绕 需求分析、沟通协作、文档编写 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC508620120J40913059512.htm","2026-06-18T10:42:49Z"
"R0022","匿名候选人022","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40850629305","C++/python/Java/C/C# （24/25届无经验可投、考研失利）线上面试","外企德科数字技术有限公司","软件/IT服务","深圳 南山","medium","中匹配","60","本科","1","C++/python/Java/C/C# 线","Java; C语言; Python; 文档编写; 沟通协作","Java; C语言; Python; 模块开发与调试; 团队协作","Java; C语言; Python","模块开发与调试; 团队协作","[{""name"":""匿名项目A-C++/python/Java/C/C# 线"",""role"":""核心成员"",""skills"":[""Java"",""C语言"",""Python"",""文档编写""],""description"":""围绕目标岗位 C++/python/Java/C/C# （24/25届无经验可投、考研失利）线上面试 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""C语言"",""Python"",""文档编写"",""沟通协作""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""C++/python/Java/C/C# 线"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Java、C语言、Python、文档编写、沟通协作。""}","候选人编号：R0022。教育背景：本科。工作经验：1 年。目标岗位：C++/python/Java/C/C# （24/25届无经验可投、考研失利）线上面试。核心技能：Java、C语言、Python、文档编写、沟通协作。项目经历：参与 C++/python/Java/C/C# 线 相关项目，围绕 Java、C语言、Python、模块开发与调试、团队协作 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40850629305.htm","2026-06-18T10:42:49Z"
"R0023","匿名候选人023","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40874777905","python开发工程师","徽通科技集团有限公司","金融科技/数字金融","深圳 南山","low","低匹配","66.7","本科","2","python开发工程师","需求分析; 沟通协作; 单元测试; 数据分析","需求分析; 沟通协作; 文档编写","需求分析; 沟通协作","文档编写","[{""name"":""匿名项目A-python开发工程师"",""role"":""核心成员"",""skills"":[""需求分析"",""沟通协作"",""单元测试"",""数据分析""],""description"":""围绕目标岗位 python开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""沟通协作"",""单元测试"",""数据分析""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发工程师"",""years"":2,""description"":""负责与 金融科技/数字金融 相关的研发/测试/数据处理工作，主要使用 需求分析、沟通协作、单元测试、数据分析。""}","候选人编号：R0023。教育背景：本科。工作经验：2 年。目标岗位：python开发工程师。核心技能：需求分析、沟通协作、单元测试、数据分析。项目经历：参与 python开发工程师 相关项目，围绕 需求分析、沟通协作、文档编写 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC622613120J40874777905.htm","2026-06-18T10:42:49Z"
"R0024","匿名候选人024","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40898047012","python开发","中软国际","软件/IT服务","深圳 龙岗","medium","中匹配","100","本科","1","python开发","Django; PyQt; 单元测试; 数据分析; 接口测试; 问题定位","Django; PyQt","Django; PyQt","","[{""name"":""匿名项目A-python开发"",""role"":""核心成员"",""skills"":[""Django"",""PyQt"",""单元测试"",""数据分析""],""description"":""围绕目标岗位 python开发 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""PyQt"",""单元测试"",""数据分析"",""接口测试""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Django、PyQt、单元测试、数据分析、接口测试、问题定位。""}","候选人编号：R0024。教育背景：本科。工作经验：1 年。目标岗位：python开发。核心技能：Django、PyQt、单元测试、数据分析、接口测试、问题定位。项目经历：参与 python开发 相关项目，围绕 Django、PyQt 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC508620120J40898047012.htm","2026-06-18T10:42:49Z"
"R0025","匿名候选人025","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40831612405","java C++ python js C 少量测试，接受应届生无经验","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","high","高匹配","90.9","本科","2","java C++ python js C 少","C++; C; Python; Spring; Shiro; Struts; MySQL; PostgreSQL; Oracle; 核心项目; 数据分析; 接口测试","C++; C; Python; Spring; Shiro; Struts; MySQL; PostgreSQL; Oracle; 核心项目; 入职会有导师带领","C++; C; Python; Spring; Shiro; Struts; MySQL; PostgreSQL; Oracle; 核心项目","入职会有导师带领","[{""name"":""匿名项目A-java C++ python js C 少"",""role"":""核心成员"",""skills"":[""C++"",""C"",""Python"",""Spring""],""description"":""围绕目标岗位 java C++ python js C 少量测试，接受应届生无经验 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""C"",""Python"",""Spring"",""Shiro""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""java C++ python js C 少"",""years"":2,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C++、C、Python、Spring、Shiro、Struts、MySQL、PostgreSQL、Oracle、核心项目、数据分析、接口测试。""}","候选人编号：R0025。教育背景：本科。工作经验：2 年。目标岗位：java C++ python js C 少量测试，接受应届生无经验。核心技能：C++、C、Python、Spring、Shiro、Struts、MySQL、PostgreSQL、Oracle、核心项目、数据分析、接口测试。项目经历：参与 java C++ python js C 少 相关项目，围绕 C++、C、Python、Spring、Shiro、Struts、MySQL、PostgreSQL、Oracle、核心项目、入职会有导师带领 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40831612405.htm","2026-06-18T10:42:49Z"
